Date,Open,High,Low,Close,Adj Close,Volume
2019-09-03,201.100006,201.610001,196.580002,198.970001,194.254349,2633600
2019-09-04,201.490005,202.100006,200.050003,201.729996,196.948929,1720600
2019-09-05,205.270004,208.929993,205.039993,207.050003,202.142838,2237900
2019-09-06,207.059998,208.250000,205.570007,207.210007,202.299042,1438800
2019-09-09,209.220001,213.880005,208.440002,211.979996,206.956009,2734500
2019-09-10,213.500000,217.089996,213.220001,215.630005,210.519501,2615800
2019-09-11,215.210007,216.850006,213.360001,216.800003,211.661758,1886300
2019-09-12,216.380005,220.759995,215.149994,218.740005,213.555801,2913800
2019-09-13,220.350006,221.500000,219.199997,219.899994,214.688278,2722400
2019-09-16,217.820007,219.330002,216.320007,217.220001,212.071808,2205500
2019-09-17,215.800003,216.139999,212.539993,215.910004,210.792862,2429100
2019-09-18,214.830002,217.889999,213.300003,217.080002,211.935135,2474900
2019-09-19,217.580002,217.929993,215.059998,215.229996,210.128967,1596200
2019-09-20,214.660004,216.679993,213.630005,213.740005,208.674286,5458900
2019-09-23,212.850006,214.110001,211.559998,213.460007,208.400925,1485500
2019-09-24,214.039993,214.199997,206.800003,207.750000,202.826248,2837600
2019-09-25,207.960007,211.089996,207.449997,210.029999,205.052200,1593400
2019-09-26,209.050003,209.970001,208.110001,208.220001,203.285110,1685500
2019-09-27,209.850006,210.550003,208.089996,208.970001,204.017349,1530900
2019-09-30,209.710007,209.710007,206.830002,207.229996,202.318573,1794500
2019-10-01,207.009995,209.380005,202.610001,202.690002,197.886169,3156200
2019-10-02,201.690002,201.880005,197.600006,198.250000,193.551407,3386800
2019-10-03,197.610001,198.369995,193.990005,197.240005,192.565353,2914500
2019-10-04,196.990005,201.229996,196.039993,200.800003,196.040970,3021100
2019-10-07,200.789993,202.529999,199.470001,200.399994,195.650436,2202200
2019-10-08,197.600006,198.949997,195.919998,197.369995,192.692245,2654900
2019-10-09,198.190002,198.979996,196.679993,196.850006,192.184601,2443500
2019-10-10,197.589996,201.320007,197.539993,199.869995,195.132996,2108000
2019-10-11,203.720001,207.289993,203.720001,204.679993,199.828995,3334300
2019-10-14,203.830002,206.169998,202.919998,205.820007,200.942001,2286100
2019-10-15,202.000000,208.240005,198.610001,206.460007,201.566833,8241900
2019-10-16,206.169998,208.619995,206.100006,207.419998,202.504074,3405800
2019-10-17,208.289993,208.929993,204.389999,206.460007,201.566833,2876500
2019-10-18,204.990005,208.059998,204.990005,206.520004,201.625427,2207000
2019-10-21,208.669998,210.860001,207.679993,209.250000,204.290695,1934900
2019-10-22,209.589996,211.649994,208.309998,209.600006,204.632401,1868000
2019-10-23,209.220001,212.020004,209.000000,211.320007,206.311646,1574500
2019-10-24,211.610001,213.149994,209.779999,211.050003,206.048035,1266500
2019-10-25,210.179993,215.419998,210.179993,214.229996,209.152664,2602100
2019-10-28,216.320007,218.919998,215.690002,217.750000,212.589233,2707800
2019-10-29,217.220001,219.279999,216.449997,217.639999,212.481857,2030800
2019-10-30,217.020004,217.050003,213.809998,215.809998,210.695221,1584900
2019-10-31,215.149994,215.360001,211.320007,213.380005,208.322815,1876200
