Date,Open,High,Low,Close,Adj Close,Volume
2019-09-03,31.139999,31.230000,30.545000,30.879999,29.938589,4023200
2019-09-04,31.230000,31.870001,31.225000,31.780001,30.811153,3018400
2019-09-05,32.150002,32.860001,32.141998,32.529999,31.538284,3145500
2019-09-06,32.599998,32.730000,32.509998,32.570000,31.577072,4132300
2019-09-09,33.490002,34.290001,33.439999,34.200001,33.157379,11149900
2019-09-10,34.290001,34.865002,34.220001,34.669998,33.613041,9588200
2019-09-11,35.099998,35.110001,34.259998,34.779999,33.719688,4449100
2019-09-12,34.849998,35.395000,34.660000,35.049999,33.981461,4288800
2019-09-13,35.220001,35.419998,34.849998,34.980000,33.913597,3068600
2019-09-16,34.700001,34.880001,34.480000,34.770000,33.709999,2725900
2019-09-17,34.650002,35.014999,34.314999,34.919998,33.855419,3010200
2019-09-18,34.849998,35.029999,34.490002,34.860001,33.797256,2602100
2019-09-19,34.759998,34.910000,34.389999,34.480000,33.428841,3289500
2019-09-20,34.450001,34.480000,33.700001,33.720001,32.692013,6875200
2019-09-23,33.470001,33.955002,33.320000,33.770000,32.740486,3392200
2019-09-24,34.009998,34.334999,33.529999,33.740002,32.711403,3991800
2019-09-25,33.619999,34.049999,33.509998,33.880001,32.847134,2074600
2019-09-26,33.759998,33.910000,33.450001,33.500000,32.478714,2000000
2019-09-27,33.770000,33.799999,33.299999,33.549999,32.527191,2678200
2019-09-30,33.509998,33.650002,33.119999,33.160000,32.149082,2643500
2019-10-01,33.430000,33.730000,32.310001,32.470001,31.480118,3533700
2019-10-02,32.139999,32.139999,31.100000,31.450001,30.491213,6075700
2019-10-03,31.389999,31.570000,30.920000,31.520000,30.559078,4174600
2019-10-04,31.520000,31.820000,31.330000,31.799999,30.830542,3171700
2019-10-07,31.639999,31.730000,31.309999,31.410000,30.452431,5987000
2019-10-08,30.930000,30.969999,30.120001,30.120001,29.201759,4905900
2019-10-09,30.379999,30.580000,30.165001,30.450001,29.521698,3776900
2019-10-10,30.520000,30.950001,30.510000,30.879999,29.938589,4641300
2019-10-11,31.320000,31.825001,31.309999,31.320000,30.365175,4417000
2019-10-14,31.200001,31.440001,31.090000,31.340000,30.384565,2144300
2019-10-15,31.430000,32.299999,31.360001,32.020000,31.043835,5822800
2019-10-16,31.990000,31.990000,30.260000,30.629999,29.696209,10229700
2019-10-17,30.790001,31.049999,30.200001,30.530001,29.599260,6690000
2019-10-18,30.350000,30.530001,30.184999,30.290001,29.366577,3682900
2019-10-21,30.379999,30.920000,30.379999,30.690001,29.754383,4051000
2019-10-22,30.770000,31.105000,30.549999,30.850000,29.909504,3240600
2019-10-23,30.660000,30.865000,30.605000,30.809999,29.870724,3354300
2019-10-24,30.799999,30.980000,30.420000,30.540001,29.608955,3369800
2019-10-25,30.379999,30.995001,30.379999,30.820000,29.880421,2122300
2019-10-28,31.000000,31.340000,30.990000,31.299999,30.345785,2600300
2019-10-29,31.200001,31.605000,31.094999,31.200001,30.248835,2074200
2019-10-30,31.270000,31.270000,30.790001,31.209999,30.258530,2306400
2019-10-31,30.870001,31.010000,30.395000,30.629999,29.858849,2234100
2019-11-01,30.900000,31.320000,30.900000,31.250000,30.463242,1761500
2019-11-04,31.530001,31.920000,31.500000,31.889999,31.087128,4612500
2019-11-05,31.980000,32.740002,31.980000,32.520000,31.701269,5483000
2019-11-06,32.490002,32.490002,31.820000,31.900000,31.096878,2902500
2019-11-07,32.099998,32.470001,31.760000,31.799999,30.999393,4029400
2019-11-08,31.590000,31.709999,31.219999,31.559999,30.765436,2231800
2019-11-11,31.260000,31.620001,31.250000,31.410000,30.619213,1558900
2019-11-12,31.400000,31.580000,31.120001,31.150000,30.365759,2873000
2019-11-13,30.830000,30.969999,30.660000,30.680000,29.907593,2181500
2019-11-14,30.600000,30.990000,30.559999,30.840000,30.063562,2823400
2019-11-15,31.040001,31.290001,30.750000,30.870001,30.092812,2706100
2019-11-18,30.790001,30.850000,30.254999,30.680000,29.907593,3251200
2019-11-19,30.730000,30.950001,30.510000,30.730000,29.956335,3241400
2019-11-20,30.760000,31.020000,30.650000,30.809999,30.034319,4123800
