Date,Open,High,Low,Close,Adj Close,Volume
2019-09-03,85.750000,86.000000,84.470001,85.349998,83.982887,2647500
2019-09-04,86.250000,86.470001,85.349998,85.959999,84.583115,2334300
2019-09-05,86.980003,88.900002,86.820000,88.320000,86.905319,1872600
2019-09-06,88.419998,88.680000,87.790001,88.190002,86.777405,1594200
2019-09-09,88.980003,91.349998,88.769997,90.959999,89.503036,2531200
2019-09-10,91.349998,92.459999,90.800003,91.830002,90.359100,2184500
2019-09-11,91.830002,92.099998,90.120003,92.089996,90.614922,1921800
2019-09-12,91.849998,93.209999,91.010002,92.910004,91.421806,3212000
2019-09-13,93.919998,94.660004,93.120003,93.620003,92.120422,1787700
2019-09-16,92.889999,94.389999,92.650002,94.339996,92.828888,2402100
2019-09-17,94.120003,94.190002,92.769997,93.830002,92.327072,1887900
2019-09-18,93.440002,94.260002,92.510002,93.900002,92.395943,1450300
2019-09-19,93.860001,94.730003,93.250000,93.269997,91.776024,1373500
2019-09-20,93.330002,94.190002,92.730003,92.739998,91.254524,2808200
2019-09-23,92.070000,93.180000,91.720001,92.849998,91.362762,1696800
2019-09-24,93.220001,93.320000,90.919998,91.349998,89.886787,3304700
2019-09-25,91.239998,91.949997,90.230003,91.290001,89.827744,2124000
2019-09-26,91.419998,91.940002,90.800003,91.129997,89.670303,1621600
2019-09-27,91.800003,92.260002,90.760002,91.339996,89.876938,1357200
2019-09-30,91.849998,91.849998,90.860001,90.980003,89.522713,1619300
2019-10-01,91.680000,92.099998,88.870003,89.070000,87.643303,1491600
2019-10-02,88.120003,88.150002,85.919998,86.250000,84.868469,2300100
2019-10-03,86.099998,86.290001,83.730003,85.830002,84.455208,2507000
2019-10-04,85.930000,87.379997,85.669998,87.320000,85.921341,2008800
2019-10-07,86.989998,87.949997,86.860001,86.879997,85.488373,1330800
2019-10-08,85.699997,86.500000,84.360001,84.400002,83.048103,1895700
2019-10-09,85.169998,86.150002,85.019997,85.690002,84.317444,1645700
2019-10-10,85.900002,87.809998,85.739998,87.029999,85.635986,1648100
2019-10-11,88.510002,90.400002,88.269997,88.820000,87.397308,2472300
2019-10-14,88.519997,89.320000,88.300003,88.610001,87.190674,1836600
2019-10-15,89.040001,90.750000,88.279999,90.129997,88.686325,1542200
2019-10-16,90.110001,91.139999,89.790001,89.940002,88.499367,2181300
2019-10-17,90.540001,91.089996,89.580002,90.010002,88.568253,1385100
2019-10-18,89.919998,90.519997,89.570000,89.800003,88.361618,2182300
2019-10-21,90.709999,91.720001,90.570000,91.320000,89.857269,1301900
2019-10-22,91.129997,92.559998,90.739998,92.160004,90.683807,2162500
2019-10-23,91.900002,92.860001,91.809998,92.790001,91.303726,1986800
2019-10-24,92.849998,93.129997,91.290001,91.980003,90.506706,2205600
2019-10-25,91.500000,93.440002,90.459999,93.250000,91.756348,2764600
2019-10-28,93.360001,95.389999,93.360001,95.169998,93.645592,2846100
2019-10-29,94.730003,95.639999,93.970001,94.459999,92.946968,2367700
2019-10-30,94.639999,94.830002,93.320000,94.529999,93.015846,1802900
2019-10-31,93.949997,94.680000,92.480003,93.250000,91.756348,2472300
2019-11-01,94.349998,95.400002,93.940002,95.250000,93.724319,2315000
2019-11-04,95.790001,96.180000,95.360001,96.169998,94.629578,2160800
2019-11-05,96.750000,97.519997,96.440002,97.300003,95.741486,2509000
2019-11-06,97.320000,97.489998,96.720001,97.040001,95.485641,2462100
2019-11-07,97.919998,99.620003,97.480003,97.699997,96.135063,3205800
2019-11-08,97.260002,97.489998,96.120003,97.260002,96.095558,2094000
2019-11-11,96.519997,97.309998,96.470001,97.010002,95.848541,1921000
2019-11-12,97.110001,97.410004,96.580002,97.209999,96.046150,2581100
2019-11-13,96.370003,96.889999,95.870003,96.309998,95.156929,1267800
2019-11-14,96.110001,96.870003,96.019997,96.639999,95.482979,1368400
2019-11-15,97.309998,97.629997,96.860001,97.379997,96.214111,1758300
2019-11-18,97.430000,97.430000,96.820000,97.199997,96.036270,2575500
2019-11-19,97.599998,97.690002,96.709999,97.070000,95.907829,1769300
2019-11-20,96.500000,97.349998,95.930000,96.510002,95.354530,2526900
2019-11-21,96.910004,97.209999,96.000000,96.769997,95.611412,1646600
2019-11-22,97.250000,98.330002,96.919998,98.099998,96.925499,2515200
2019-11-25,98.279999,99.989998,98.239998,99.860001,98.664421,2201000
2019-11-26,99.540001,99.809998,98.360001,99.220001,98.032082,2553700
2019-11-27,99.129997,100.290001,99.129997,100.250000,99.049751,1402800
2019-11-29,99.830002,100.349998,99.519997,100.010002,98.812630,1115500
2019-12-02,100.330002,100.639999,99.099998,99.230003,98.041969,1750200
2019-12-03,98.099998,98.349998,96.629997,98.169998,96.994652,2905500
2019-12-04,98.110001,99.489998,98.019997,99.250000,98.061722,2046800
2019-12-05,99.500000,100.250000,99.139999,99.570000,98.377899,1795800
2019-12-06,100.849998,101.839996,100.650002,101.379997,100.166222,1996400
2019-12-09,101.389999,102.559998,101.250000,102.209999,100.986290,2036800
2019-12-10,102.019997,102.570000,101.800003,102.419998,101.193771,3155100
2019-12-11,102.500000,102.900002,101.279999,101.430000,100.215630,1990800
2019-12-12,101.349998,104.540001,101.309998,104.029999,102.784492,2237200
2019-12-13,103.910004,104.949997,102.959999,104.370003,103.120430,1858500
2019-12-16,105.000000,105.699997,103.330002,103.330002,102.092880,2756900
2019-12-17,103.900002,104.629997,103.550003,104.339996,103.090782,1655800
2019-12-18,104.599998,104.599998,103.839996,104.180000,102.932709,2300700
2019-12-19,104.080002,104.339996,103.129997,103.379997,102.142273,2134500
2019-12-20,104.089996,104.489998,103.190002,103.370003,102.132401,3070000
2019-12-23,103.370003,103.370003,102.470001,102.930000,101.697670,1333800
2019-12-24,103.059998,103.250000,102.529999,102.949997,101.717430,326200
2019-12-26,103.160004,103.510002,102.879997,103.480003,102.241089,1124300
2019-12-27,103.629997,103.739998,102.790001,103.000000,101.766838,840300
2019-12-30,103.389999,103.449997,102.489998,102.639999,101.411140,961100
2019-12-31,102.459999,103.059998,102.379997,102.910004,101.677910,1472800
2020-01-02,103.410004,103.620003,102.300003,103.610001,102.369530,1603000
2020-01-03,101.980003,102.519997,101.320000,102.000000,100.778809,1450100
2020-01-06,100.879997,101.129997,100.059998,101.080002,99.869820,1526300
2020-01-07,100.199997,100.699997,99.830002,100.080002,98.881790,1978200
2020-01-08,100.510002,101.550003,100.269997,101.139999,99.929092,2194600
2020-01-09,101.989998,102.779999,101.419998,102.510002,101.282700,1825500
2020-01-10,102.449997,102.620003,101.160004,101.550003,100.334190,1167900
2020-01-13,101.690002,102.050003,101.300003,101.910004,100.689880,1159900
2020-01-14,101.900002,103.570000,101.860001,102.559998,101.332092,2251900
2020-01-15,101.779999,102.820000,101.449997,102.339996,101.114731,1745400
2020-01-16,102.989998,103.480003,102.320000,102.919998,101.687790,4126500
2020-01-17,103.099998,104.470001,103.010002,104.129997,102.883301,2680100
2020-01-21,103.300003,103.739998,102.190002,102.190002,100.966530,3077400
2020-01-22,105.000000,107.589996,104.550003,106.760002,105.481819,5725700
2020-01-23,106.419998,106.550003,105.199997,106.029999,104.760551,2110400
2020-01-24,105.379997,105.959999,103.389999,104.300003,103.051270,2528100
2020-01-27,101.430000,102.110001,100.589996,101.160004,99.948860,2447500
2020-01-28,102.089996,103.330002,101.339996,102.040001,100.818321,1990500
2020-01-29,102.360001,102.830002,101.129997,101.199997,99.988373,1883900
2020-01-30,100.160004,102.290001,99.610001,102.169998,100.946762,2176700
2020-01-31,101.279999,101.690002,99.209999,99.800003,98.605148,2637300
2020-02-03,100.570000,101.699997,99.459999,99.750000,98.555740,2113500
2020-02-04,101.580002,102.550003,101.379997,101.699997,100.482391,1556900
