Date,Open,High,Low,Close,Adj Close,Volume
2019-09-03,49.169998,49.430000,48.849998,49.110001,47.664536,125900
2019-09-04,49.330002,49.700001,48.919998,49.619999,48.159527,53100
2019-09-05,49.900002,50.700001,49.709999,49.740002,48.275997,122500
2019-09-06,49.840000,50.230000,49.200001,50.150002,48.673927,168200
2019-09-09,50.209999,51.150002,49.740002,50.880001,49.382439,176600
2019-09-10,50.779999,51.070000,49.700001,49.930000,48.460403,193500
2019-09-11,49.939999,50.680000,49.439999,49.740002,48.275997,191900
2019-09-12,49.759998,49.889999,48.770000,49.439999,47.984825,158600
2019-09-13,49.290001,49.720001,48.790001,49.619999,48.453541,114600
2019-09-16,49.490002,49.950001,48.939999,49.619999,48.453541,98700
2019-09-17,49.459999,50.139999,49.310001,50.040001,48.863670,92800
2019-09-18,50.090000,50.450001,49.459999,50.029999,48.853901,135800
2019-09-19,50.169998,50.450001,49.410000,49.540001,48.375420,112600
2019-09-20,49.549999,50.134998,49.294998,49.950001,48.775780,270700
2019-09-23,49.959999,50.209999,49.650002,50.029999,48.853901,79800
2019-09-24,50.029999,50.830002,49.744999,50.709999,49.517918,173900
2019-09-25,50.930000,52.180000,50.720001,52.115002,50.889889,144900
2019-09-26,52.049999,52.139999,50.779999,51.599998,50.386993,156100
2019-09-27,51.750000,51.910000,50.700001,50.939999,49.742512,101400
2019-09-30,50.930000,51.584999,50.830002,51.240002,50.035458,134100
2019-10-01,51.310001,51.930000,50.220001,50.549999,49.361675,136000
2019-10-02,50.180000,50.540001,49.070000,49.470001,48.307068,122000
2019-10-03,49.279999,49.674999,48.980000,49.410000,48.248474,108100
2019-10-04,49.400002,50.549999,49.400002,50.520000,49.332382,55500
2019-10-07,50.369999,50.509998,49.849998,50.040001,48.863670,100400
2019-10-08,49.709999,49.849998,48.619999,48.939999,47.789524,116300
2019-10-09,37.259998,39.830002,36.419998,37.880001,36.989521,3209300
2019-10-10,38.009998,38.369999,35.660000,38.270000,37.370354,958400
2019-10-11,38.049999,38.650002,37.356998,37.919998,37.028584,334800
2019-10-14,37.720001,38.578999,37.720001,38.195000,37.297119,326200
2019-10-15,38.070000,38.099998,36.419998,36.799999,35.934910,564200
2019-10-16,36.630001,37.400002,36.509998,37.080002,36.208332,328100
2019-10-17,37.099998,37.305000,36.650002,36.799999,35.934910,134400
2019-10-18,36.610001,36.799999,36.020000,36.665001,35.803089,155600
2019-10-21,36.790001,37.119999,36.639999,36.720001,35.856792,155300
2019-10-22,36.669998,36.740002,36.180000,36.230000,35.378307,271000
2019-10-23,36.150002,36.459999,35.150002,35.189999,34.362759,209800
2019-10-24,35.189999,35.367001,34.570000,34.590000,33.776863,156900
2019-10-25,34.509998,35.009998,34.259998,34.790001,33.972164,139800
2019-10-28,34.840000,35.520000,34.840000,35.070000,34.245583,117200
2019-10-29,35.070000,35.459000,34.790001,34.939999,34.118637,196300
2019-10-30,35.029999,35.889999,34.580002,35.520000,34.685001,264900
2019-10-31,35.599998,35.959999,35.490002,35.810001,34.968185,370000
2019-11-01,35.919998,36.240002,35.430000,35.980000,35.134186,227100
2019-11-04,36.189999,36.500000,35.639999,35.700001,34.860771,213200
2019-11-05,35.730000,36.279999,35.360001,35.419998,34.587353,160100
2019-11-06,35.470001,35.860001,34.930000,35.740002,34.899830,201600
2019-11-07,36.090000,36.290001,34.341000,34.950001,34.128403,493600
2019-11-08,34.970001,35.619999,34.290001,34.680000,33.864750,289100
2019-11-11,34.740002,35.139999,34.320000,35.080002,34.255348,180900
2019-11-12,35.180000,35.830002,34.990002,35.770000,34.929127,164500
2019-11-13,35.619999,35.770000,35.000000,35.169998,34.343224,193600
2019-11-14,35.540001,36.419998,35.400002,36.000000,35.153713,267500
2019-11-15,36.200001,36.360001,35.580002,35.930000,35.085361,737400
2019-11-18,36.099998,36.834999,36.090000,36.540001,35.681023,204000
2019-11-19,36.709999,37.230000,36.610001,36.869999,36.003265,207000
2019-11-20,36.799999,37.470001,36.799999,37.270000,36.393864,262900
2019-11-21,37.330002,37.509998,36.181999,36.410000,35.554077,224900
2019-11-22,36.450001,36.799999,36.201000,36.610001,35.749378,211500
2019-11-25,36.820000,37.869999,36.560001,37.419998,36.540333,329200
2019-11-26,38.410000,39.509998,37.395000,39.169998,38.249195,267700
2019-11-27,39.240002,39.840000,38.990002,39.619999,38.688618,159000
2019-11-29,39.610001,39.939999,39.400002,39.560001,38.630032,121700
2019-12-02,39.590000,39.700001,39.020000,39.299999,38.376141,166200
2019-12-03,39.060001,39.410000,38.900002,39.369999,38.444496,258200
2019-12-04,39.509998,39.759998,39.209999,39.419998,38.493320,217600
2019-12-05,39.439999,39.910000,39.200001,39.810001,38.874157,276800
2019-12-06,40.040001,41.049999,40.000000,40.540001,39.586994,367200
2019-12-09,40.439999,41.119999,40.439999,40.730000,39.772522,267200
2019-12-10,40.700001,41.410000,40.700001,41.349998,40.377949,174100
2019-12-11,41.349998,41.500000,40.895000,41.500000,40.524422,223000
2019-12-12,41.459999,42.299999,41.419998,42.250000,41.256794,182900
2019-12-13,42.029999,42.619999,41.744999,41.880001,41.187950,229700
2019-12-16,42.090000,42.090000,41.674999,41.884998,41.192867,232400
2019-12-17,41.860001,42.389999,41.700001,42.360001,41.660019,156000
2019-12-18,42.360001,42.790001,42.228001,42.459999,41.758362,421900
2019-12-19,42.459999,42.849998,42.154999,42.419998,41.719025,361500
2019-12-20,42.590000,42.750000,41.980000,42.070000,41.374809,1055800
2019-12-23,42.080002,42.279999,41.169998,42.080002,41.384644,232100
2019-12-24,42.049999,42.230000,41.889999,42.049999,41.355137,53900
2019-12-26,42.040001,42.180000,41.750000,41.990002,41.296131,111400
2019-12-27,41.950001,41.990002,41.410000,41.490002,40.804398,182900
2019-12-30,41.459999,41.500000,40.750000,41.009998,40.332321,211000
2019-12-31,41.009998,41.599998,40.994999,41.209999,40.529018,293500
2020-01-02,41.259998,41.439999,40.508999,40.750000,40.076622,172900
2020-01-03,40.520000,41.340000,40.419998,41.290001,40.607700,359100
2020-01-06,41.080002,42.110001,40.750000,41.970001,41.276463,187700
2020-01-07,41.790001,41.860001,40.889999,40.950001,40.273315,166700
2020-01-08,40.869999,41.049999,40.400002,40.400002,39.732407,123500
2020-01-09,40.540001,41.000000,40.369999,40.799999,40.125797,394700
2020-01-10,40.990002,40.990002,39.779999,40.169998,39.506203,208100
2020-01-13,40.230000,40.520000,39.540001,40.360001,39.693069,399400
2020-01-14,40.310001,40.645000,39.619999,40.314999,39.648811,556100
2020-01-15,40.380001,41.130001,40.369999,40.970001,40.292988,159800
2020-01-16,41.169998,41.790001,40.950001,41.619999,40.932243,157800
2020-01-17,41.970001,42.290001,41.599998,42.169998,41.473156,172000
2020-01-21,42.090000,42.299999,41.884998,42.169998,41.473156,183000
2020-01-22,42.259998,43.340000,42.259998,43.290001,42.574654,290500
2020-01-23,43.080002,43.619999,42.799999,43.619999,42.899197,240800
2020-01-24,43.590000,43.639999,43.080002,43.439999,42.722168,127300
2020-01-27,43.000000,43.930000,42.143002,43.810001,43.086060,117300
2020-01-28,43.939999,44.709999,43.900002,44.430000,43.695812,213500
2020-01-29,44.520000,44.520000,43.810001,43.810001,43.086060,170500
2020-01-30,43.529999,44.180000,42.990002,43.810001,43.086060,184600
2020-01-31,43.720001,44.139999,42.820000,42.939999,42.230434,206900
2020-02-03,43.070000,43.360001,42.910000,42.970001,42.259941,159400
2020-02-04,43.279999,43.320000,41.645000,41.680000,40.991253,133800
2020-02-05,41.970001,42.619999,41.790001,42.619999,41.915722,146800
2020-02-06,42.630001,43.439999,42.630001,43.340000,42.623825,70600
2020-02-07,43.259998,43.259998,42.720001,43.070000,42.358284,56100
2020-02-10,43.080002,43.540001,43.040001,43.520000,42.800850,96800
2020-02-11,43.580002,44.018002,43.490002,43.980000,43.253250,89600
2020-02-12,44.090000,44.090000,43.240002,43.250000,42.535313,94800
2020-02-13,43.240002,43.689999,43.112999,43.669998,42.948368,96900
2020-02-14,43.700001,43.845001,43.360001,43.509998,42.791012,95800
2020-02-18,43.520000,44.180000,43.290001,43.580002,42.859859,127000
2020-02-19,43.700001,43.880001,43.139999,43.549999,42.830353,123100
2020-02-20,43.439999,43.709999,42.810001,43.450001,42.732006,69800
2020-02-21,44.900002,46.980000,43.779999,46.099998,45.338211,436600
2020-02-24,45.439999,45.730000,43.880001,45.439999,44.689121,147100
2020-02-25,45.450001,45.759998,44.750000,44.950001,44.207218,179400
2020-02-26,45.049999,46.590000,45.000000,46.509998,45.741436,285200
2020-02-27,45.830002,46.869999,43.950001,44.044998,43.317173,304100
2020-02-28,43.279999,43.740002,39.799999,40.410000,39.742241,292100
2020-03-02,40.130001,42.709999,40.130001,42.680000,41.974731,151400
